symbol,period,strategy,weight
HDG,2017Q2,Alpha,2.94
HNA,2017Q2,Alpha,2.94
HND,2017Q2,Alpha,8.33
NED,2017Q2,Alpha,2.94
NT2,2017Q2,Alpha,12.5
PC1,2017Q2,Alpha,2.94
POW,2017Q2,Alpha,12.5
PPC,2017Q2,Alpha,8.33
QTP,2017Q2,Alpha,8.33
REE,2017Q2,Alpha,2.94
S4A,2017Q2,Alpha,2.94
SBA,2017Q2,Alpha,2.94
SHP,2017Q2,Alpha,2.94
TMP,2017Q2,Alpha,2.94
TTA,2017Q2,Alpha,2.94
VPD,2017Q2,Alpha,2.94
VSH,2017Q2,Alpha,2.94
AVC,2017Q2,Equal_Weighted,2.94
DPG,2017Q2,Equal_Weighted,2.94
DRL,2017Q2,Equal_Weighted,2.94
GEG,2017Q2,Equal_Weighted,2.94
GHC,2017Q2,Equal_Weighted,2.94
HDG,2017Q2,Equal_Weighted,2.94
HNA,2017Q2,Equal_Weighted,2.94
HND,2017Q2,Equal_Weighted,8.33
NED,2017Q2,Equal_Weighted,2.94
NT2,2017Q2,Equal_Weighted,12.5
PC1,2017Q2,Equal_Weighted,2.94
POW,2017Q2,Equal_Weighted,12.5
PPC,2017Q2,Equal_Weighted,8.33
QTP,2017Q2,Equal_Weighted,8.33
REE,2017Q2,Equal_Weighted,2.94
S4A,2017Q2,Equal_Weighted,2.94
SBA,2017Q2,Equal_Weighted,2.94
SHP,2017Q2,Equal_Weighted,2.94
TMP,2017Q2,Equal_Weighted,2.94
TTA,2017Q2,Equal_Weighted,2.94
VPD,2017Q2,Equal_Weighted,2.94
VSH,2017Q2,Equal_Weighted,2.94
AVC,2017Q2,ONI,2.94
DPG,2017Q2,ONI,2.94
DRL,2017Q2,ONI,2.94
GEG,2017Q2,ONI,2.94
GHC,2017Q2,ONI,2.94
HDG,2017Q2,ONI,2.94
HNA,2017Q2,ONI,2.94
HND,2017Q2,ONI,8.33
NED,2017Q2,ONI,2.94
NT2,2017Q2,ONI,12.5
PC1,2017Q2,ONI,2.94
POW,2017Q2,ONI,12.5
PPC,2017Q2,ONI,8.33
QTP,2017Q2,ONI,8.33
REE,2017Q2,ONI,2.94
S4A,2017Q2,ONI,2.94
SBA,2017Q2,ONI,2.94
SHP,2017Q2,ONI,2.94
TMP,2017Q2,ONI,2.94
TTA,2017Q2,ONI,2.94
VPD,2017Q2,ONI,2.94
VSH,2017Q2,ONI,2.94
AVC,2017Q3,Alpha,2.94
DPG,2017Q3,Alpha,2.94
DRL,2017Q3,Alpha,2.94
GEG,2017Q3,Alpha,2.94
GHC,2017Q3,Alpha,2.94
HDG,2017Q3,Alpha,2.94
HNA,2017Q3,Alpha,2.94
HND,2017Q3,Alpha,8.33
NED,2017Q3,Alpha,2.94
NT2,2017Q3,Alpha,12.5
PC1,2017Q3,Alpha,2.94
POW,2017Q3,Alpha,12.5
PPC,2017Q3,Alpha,8.33
QTP,2017Q3,Alpha,8.33
REE,2017Q3,Alpha,2.94
S4A,2017Q3,Alpha,2.94
SBA,2017Q3,Alpha,2.94
SHP,2017Q3,Alpha,2.94
TMP,2017Q3,Alpha,2.94
TTA,2017Q3,Alpha,2.94
VPD,2017Q3,Alpha,2.94
VSH,2017Q3,Alpha,2.94
AVC,2017Q3,Equal_Weighted,2.94
DPG,2017Q3,Equal_Weighted,2.94
DRL,2017Q3,Equal_Weighted,2.94
GEG,2017Q3,Equal_Weighted,2.94
GHC,2017Q3,Equal_Weighted,2.94
HDG,2017Q3,Equal_Weighted,2.94
HNA,2017Q3,Equal_Weighted,2.94
HND,2017Q3,Equal_Weighted,8.33
NED,2017Q3,Equal_Weighted,2.94
NT2,2017Q3,Equal_Weighted,12.5
PC1,2017Q3,Equal_Weighted,2.94
POW,2017Q3,Equal_Weighted,12.5
PPC,2017Q3,Equal_Weighted,8.33
QTP,2017Q3,Equal_Weighted,8.33
REE,2017Q3,Equal_Weighted,2.94
S4A,2017Q3,Equal_Weighted,2.94
SBA,2017Q3,Equal_Weighted,2.94
SHP,2017Q3,Equal_Weighted,2.94
TMP,2017Q3,Equal_Weighted,2.94
TTA,2017Q3,Equal_Weighted,2.94
VPD,2017Q3,Equal_Weighted,2.94
VSH,2017Q3,Equal_Weighted,2.94
AVC,2017Q3,ONI,2.94
DPG,2017Q3,ONI,2.94
DRL,2017Q3,ONI,2.94
GEG,2017Q3,ONI,2.94
GHC,2017Q3,ONI,2.94
HDG,2017Q3,ONI,2.94
HNA,2017Q3,ONI,2.94
HND,2017Q3,ONI,8.33
NED,2017Q3,ONI,2.94
NT2,2017Q3,ONI,12.5
PC1,2017Q3,ONI,2.94
POW,2017Q3,ONI,12.5
PPC,2017Q3,ONI,8.33
QTP,2017Q3,ONI,8.33
REE,2017Q3,ONI,2.94
S4A,2017Q3,ONI,2.94
SBA,2017Q3,ONI,2.94
SHP,2017Q3,ONI,2.94
TMP,2017Q3,ONI,2.94
TTA,2017Q3,ONI,2.94
VPD,2017Q3,ONI,2.94
VSH,2017Q3,ONI,2.94
AVC,2017Q4,Alpha,5.88
DPG,2017Q4,Alpha,5.88
DRL,2017Q4,Alpha,5.88
GEG,2017Q4,Alpha,5.88
GHC,2017Q4,Alpha,5.88
HDG,2017Q4,Alpha,5.88
HNA,2017Q4,Alpha,5.88
NED,2017Q4,Alpha,5.88
PC1,2017Q4,Alpha,5.88
REE,2017Q4,Alpha,5.88
S4A,2017Q4,Alpha,5.88
SBA,2017Q4,Alpha,5.88
SHP,2017Q4,Alpha,5.88
TMP,2017Q4,Alpha,5.88
TTA,2017Q4,Alpha,5.88
VPD,2017Q4,Alpha,5.88
VSH,2017Q4,Alpha,5.88
AVC,2017Q4,Equal_Weighted,2.94
DPG,2017Q4,Equal_Weighted,2.94
DRL,2017Q4,Equal_Weighted,2.94
GEG,2017Q4,Equal_Weighted,2.94
GHC,2017Q4,Equal_Weighted,2.94
HDG,2017Q4,Equal_Weighted,2.94
HNA,2017Q4,Equal_Weighted,2.94
HND,2017Q4,Equal_Weighted,8.33
NED,2017Q4,Equal_Weighted,2.94
NT2,2017Q4,Equal_Weighted,12.5
PC1,2017Q4,Equal_Weighted,2.94
POW,2017Q4,Equal_Weighted,12.5
PPC,2017Q4,Equal_Weighted,8.33
QTP,2017Q4,Equal_Weighted,8.33
REE,2017Q4,Equal_Weighted,2.94
S4A,2017Q4,Equal_Weighted,2.94
SBA,2017Q4,Equal_Weighted,2.94
SHP,2017Q4,Equal_Weighted,2.94
TMP,2017Q4,Equal_Weighted,2.94
TTA,2017Q4,Equal_Weighted,2.94
VPD,2017Q4,Equal_Weighted,2.94
VSH,2017Q4,Equal_Weighted,2.94
AVC,2017Q4,ONI,5.88
DPG,2017Q4,ONI,5.88
DRL,2017Q4,ONI,5.88
GEG,2017Q4,ONI,5.88
GHC,2017Q4,ONI,5.88
HDG,2017Q4,ONI,5.88
HNA,2017Q4,ONI,5.88
NED,2017Q4,ONI,5.88
PC1,2017Q4,ONI,5.88
REE,2017Q4,ONI,5.88
S4A,2017Q4,ONI,5.88
SBA,2017Q4,ONI,5.88
SHP,2017Q4,ONI,5.88
TMP,2017Q4,ONI,5.88
TTA,2017Q4,ONI,5.88
VPD,2017Q4,ONI,5.88
VSH,2017Q4,ONI,5.88
AVC,2018Q1,Alpha,5.88
DPG,2018Q1,Alpha,5.88
DRL,2018Q1,Alpha,5.88
GEG,2018Q1,Alpha,5.88
GHC,2018Q1,Alpha,5.88
HDG,2018Q1,Alpha,5.88
HNA,2018Q1,Alpha,5.88
NED,2018Q1,Alpha,5.88
PC1,2018Q1,Alpha,5.88
REE,2018Q1,Alpha,5.88
S4A,2018Q1,Alpha,5.88
SBA,2018Q1,Alpha,5.88
SHP,2018Q1,Alpha,5.88
TMP,2018Q1,Alpha,5.88
TTA,2018Q1,Alpha,5.88
VPD,2018Q1,Alpha,5.88
VSH,2018Q1,Alpha,5.88
AVC,2018Q1,Equal_Weighted,2.94
DPG,2018Q1,Equal_Weighted,2.94
DRL,2018Q1,Equal_Weighted,2.94
GEG,2018Q1,Equal_Weighted,2.94
GHC,2018Q1,Equal_Weighted,2.94
HDG,2018Q1,Equal_Weighted,2.94
HNA,2018Q1,Equal_Weighted,2.94
HND,2018Q1,Equal_Weighted,8.33
NED,2018Q1,Equal_Weighted,2.94
NT2,2018Q1,Equal_Weighted,12.5
PC1,2018Q1,Equal_Weighted,2.94
POW,2018Q1,Equal_Weighted,12.5
PPC,2018Q1,Equal_Weighted,8.33
QTP,2018Q1,Equal_Weighted,8.33
REE,2018Q1,Equal_Weighted,2.94
S4A,2018Q1,Equal_Weighted,2.94
SBA,2018Q1,Equal_Weighted,2.94
SHP,2018Q1,Equal_Weighted,2.94
TMP,2018Q1,Equal_Weighted,2.94
TTA,2018Q1,Equal_Weighted,2.94
VPD,2018Q1,Equal_Weighted,2.94
VSH,2018Q1,Equal_Weighted,2.94
AVC,2018Q1,ONI,5.88
DPG,2018Q1,ONI,5.88
DRL,2018Q1,ONI,5.88
GEG,2018Q1,ONI,5.88
GHC,2018Q1,ONI,5.88
HDG,2018Q1,ONI,5.88
HNA,2018Q1,ONI,5.88
NED,2018Q1,ONI,5.88
PC1,2018Q1,ONI,5.88
REE,2018Q1,ONI,5.88
S4A,2018Q1,ONI,5.88
SBA,2018Q1,ONI,5.88
SHP,2018Q1,ONI,5.88
TMP,2018Q1,ONI,5.88
TTA,2018Q1,ONI,5.88
VPD,2018Q1,ONI,5.88
VSH,2018Q1,ONI,5.88
AVC,2018Q2,Alpha,2.94
DPG,2018Q2,Alpha,2.94
DRL,2018Q2,Alpha,2.94
GEG,2018Q2,Alpha,2.94
GHC,2018Q2,Alpha,2.94
HDG,2018Q2,Alpha,2.94
HNA,2018Q2,Alpha,2.94
HND,2018Q2,Alpha,8.33
NED,2018Q2,Alpha,2.94
NT2,2018Q2,Alpha,12.5
PC1,2018Q2,Alpha,2.94
POW,2018Q2,Alpha,12.5
PPC,2018Q2,Alpha,8.33
QTP,2018Q2,Alpha,8.33
REE,2018Q2,Alpha,2.94
S4A,2018Q2,Alpha,2.94
SBA,2018Q2,Alpha,2.94
SHP,2018Q2,Alpha,2.94
TMP,2018Q2,Alpha,2.94
TTA,2018Q2,Alpha,2.94
VPD,2018Q2,Alpha,2.94
VSH,2018Q2,Alpha,2.94
AVC,2018Q2,Equal_Weighted,2.94
DPG,2018Q2,Equal_Weighted,2.94
DRL,2018Q2,Equal_Weighted,2.94
GEG,2018Q2,Equal_Weighted,2.94
GHC,2018Q2,Equal_Weighted,2.94
HDG,2018Q2,Equal_Weighted,2.94
HNA,2018Q2,Equal_Weighted,2.94
HND,2018Q2,Equal_Weighted,8.33
NED,2018Q2,Equal_Weighted,2.94
NT2,2018Q2,Equal_Weighted,12.5
PC1,2018Q2,Equal_Weighted,2.94
POW,2018Q2,Equal_Weighted,12.5
PPC,2018Q2,Equal_Weighted,8.33
QTP,2018Q2,Equal_Weighted,8.33
REE,2018Q2,Equal_Weighted,2.94
S4A,2018Q2,Equal_Weighted,2.94
SBA,2018Q2,Equal_Weighted,2.94
SHP,2018Q2,Equal_Weighted,2.94
TMP,2018Q2,Equal_Weighted,2.94
TTA,2018Q2,Equal_Weighted,2.94
VPD,2018Q2,Equal_Weighted,2.94
VSH,2018Q2,Equal_Weighted,2.94
AVC,2018Q2,ONI,2.94
DPG,2018Q2,ONI,2.94
DRL,2018Q2,ONI,2.94
GEG,2018Q2,ONI,2.94
GHC,2018Q2,ONI,2.94
HDG,2018Q2,ONI,2.94
HNA,2018Q2,ONI,2.94
HND,2018Q2,ONI,8.33
NED,2018Q2,ONI,2.94
NT2,2018Q2,ONI,12.5
PC1,2018Q2,ONI,2.94
POW,2018Q2,ONI,12.5
PPC,2018Q2,ONI,8.33
QTP,2018Q2,ONI,8.33
REE,2018Q2,ONI,2.94
S4A,2018Q2,ONI,2.94
SBA,2018Q2,ONI,2.94
SHP,2018Q2,ONI,2.94
TMP,2018Q2,ONI,2.94
TTA,2018Q2,ONI,2.94
VPD,2018Q2,ONI,2.94
VSH,2018Q2,ONI,2.94
AVC,2018Q3,Alpha,2.94
DPG,2018Q3,Alpha,2.94
DRL,2018Q3,Alpha,2.94
GEG,2018Q3,Alpha,2.94
GHC,2018Q3,Alpha,2.94
HDG,2018Q3,Alpha,2.94
HNA,2018Q3,Alpha,2.94
HND,2018Q3,Alpha,8.33
NED,2018Q3,Alpha,2.94
NT2,2018Q3,Alpha,12.5
PC1,2018Q3,Alpha,2.94
POW,2018Q3,Alpha,12.5
PPC,2018Q3,Alpha,8.33
QTP,2018Q3,Alpha,8.33
REE,2018Q3,Alpha,2.94
S4A,2018Q3,Alpha,2.94
SBA,2018Q3,Alpha,2.94
SHP,2018Q3,Alpha,2.94
TMP,2018Q3,Alpha,2.94
TTA,2018Q3,Alpha,2.94
VPD,2018Q3,Alpha,2.94
VSH,2018Q3,Alpha,2.94
AVC,2018Q3,Equal_Weighted,2.94
DPG,2018Q3,Equal_Weighted,2.94
DRL,2018Q3,Equal_Weighted,2.94
GEG,2018Q3,Equal_Weighted,2.94
GHC,2018Q3,Equal_Weighted,2.94
HDG,2018Q3,Equal_Weighted,2.94
HNA,2018Q3,Equal_Weighted,2.94
HND,2018Q3,Equal_Weighted,8.33
NED,2018Q3,Equal_Weighted,2.94
NT2,2018Q3,Equal_Weighted,12.5
PC1,2018Q3,Equal_Weighted,2.94
POW,2018Q3,Equal_Weighted,12.5
PPC,2018Q3,Equal_Weighted,8.33
QTP,2018Q3,Equal_Weighted,8.33
REE,2018Q3,Equal_Weighted,2.94
S4A,2018Q3,Equal_Weighted,2.94
SBA,2018Q3,Equal_Weighted,2.94
SHP,2018Q3,Equal_Weighted,2.94
TMP,2018Q3,Equal_Weighted,2.94
TTA,2018Q3,Equal_Weighted,2.94
VPD,2018Q3,Equal_Weighted,2.94
VSH,2018Q3,Equal_Weighted,2.94
AVC,2018Q3,ONI,2.94
DPG,2018Q3,ONI,2.94
DRL,2018Q3,ONI,2.94
GEG,2018Q3,ONI,2.94
GHC,2018Q3,ONI,2.94
HDG,2018Q3,ONI,2.94
HNA,2018Q3,ONI,2.94
HND,2018Q3,ONI,8.33
NED,2018Q3,ONI,2.94
NT2,2018Q3,ONI,12.5
PC1,2018Q3,ONI,2.94
POW,2018Q3,ONI,12.5
PPC,2018Q3,ONI,8.33
QTP,2018Q3,ONI,8.33
REE,2018Q3,ONI,2.94
S4A,2018Q3,ONI,2.94
SBA,2018Q3,ONI,2.94
SHP,2018Q3,ONI,2.94
TMP,2018Q3,ONI,2.94
TTA,2018Q3,ONI,2.94
VPD,2018Q3,ONI,2.94
VSH,2018Q3,ONI,2.94
HND,2018Q4,Alpha,16.67
NT2,2018Q4,Alpha,25.0
POW,2018Q4,Alpha,25.0
PPC,2018Q4,Alpha,16.67
QTP,2018Q4,Alpha,16.67
AVC,2018Q4,Equal_Weighted,2.94
DPG,2018Q4,Equal_Weighted,2.94
DRL,2018Q4,Equal_Weighted,2.94
GEG,2018Q4,Equal_Weighted,2.94
GHC,2018Q4,Equal_Weighted,2.94
HDG,2018Q4,Equal_Weighted,2.94
HNA,2018Q4,Equal_Weighted,2.94
HND,2018Q4,Equal_Weighted,8.33
NED,2018Q4,Equal_Weighted,2.94
NT2,2018Q4,Equal_Weighted,12.5
PC1,2018Q4,Equal_Weighted,2.94
POW,2018Q4,Equal_Weighted,12.5
PPC,2018Q4,Equal_Weighted,8.33
QTP,2018Q4,Equal_Weighted,8.33
REE,2018Q4,Equal_Weighted,2.94
S4A,2018Q4,Equal_Weighted,2.94
SBA,2018Q4,Equal_Weighted,2.94
SHP,2018Q4,Equal_Weighted,2.94
TMP,2018Q4,Equal_Weighted,2.94
TTA,2018Q4,Equal_Weighted,2.94
VPD,2018Q4,Equal_Weighted,2.94
VSH,2018Q4,Equal_Weighted,2.94
HND,2018Q4,ONI,16.67
NT2,2018Q4,ONI,25.0
POW,2018Q4,ONI,25.0
PPC,2018Q4,ONI,16.67
QTP,2018Q4,ONI,16.67
HND,2019Q1,Alpha,50.0
NT2,2019Q1,Alpha,25.0
POW,2019Q1,Alpha,25.0
AVC,2019Q1,Equal_Weighted,2.94
DPG,2019Q1,Equal_Weighted,2.94
DRL,2019Q1,Equal_Weighted,2.94
GEG,2019Q1,Equal_Weighted,2.94
GHC,2019Q1,Equal_Weighted,2.94
HDG,2019Q1,Equal_Weighted,2.94
HNA,2019Q1,Equal_Weighted,2.94
HND,2019Q1,Equal_Weighted,8.33
NED,2019Q1,Equal_Weighted,2.94
NT2,2019Q1,Equal_Weighted,12.5
PC1,2019Q1,Equal_Weighted,2.94
POW,2019Q1,Equal_Weighted,12.5
PPC,2019Q1,Equal_Weighted,8.33
QTP,2019Q1,Equal_Weighted,8.33
REE,2019Q1,Equal_Weighted,2.94
S4A,2019Q1,Equal_Weighted,2.94
SBA,2019Q1,Equal_Weighted,2.94
SHP,2019Q1,Equal_Weighted,2.94
TMP,2019Q1,Equal_Weighted,2.94
TTA,2019Q1,Equal_Weighted,2.94
VPD,2019Q1,Equal_Weighted,2.94
VSH,2019Q1,Equal_Weighted,2.94
HND,2019Q1,ONI,16.67
NT2,2019Q1,ONI,25.0
POW,2019Q1,ONI,25.0
PPC,2019Q1,ONI,16.67
QTP,2019Q1,ONI,16.67
AVC,2019Q2,Alpha,2.94
DPG,2019Q2,Alpha,2.94
DRL,2019Q2,Alpha,2.94
GEG,2019Q2,Alpha,2.94
GHC,2019Q2,Alpha,2.94
HDG,2019Q2,Alpha,2.94
HNA,2019Q2,Alpha,2.94
NED,2019Q2,Alpha,2.94
NT2,2019Q2,Alpha,12.5
PC1,2019Q2,Alpha,2.94
POW,2019Q2,Alpha,12.5
QTP,2019Q2,Alpha,25.0
REE,2019Q2,Alpha,2.94
S4A,2019Q2,Alpha,2.94
SBA,2019Q2,Alpha,2.94
SHP,2019Q2,Alpha,2.94
TMP,2019Q2,Alpha,2.94
TTA,2019Q2,Alpha,2.94
VPD,2019Q2,Alpha,2.94
VSH,2019Q2,Alpha,2.94
AVC,2019Q2,Equal_Weighted,2.94
DPG,2019Q2,Equal_Weighted,2.94
DRL,2019Q2,Equal_Weighted,2.94
GEG,2019Q2,Equal_Weighted,2.94
GHC,2019Q2,Equal_Weighted,2.94
HDG,2019Q2,Equal_Weighted,2.94
HNA,2019Q2,Equal_Weighted,2.94
HND,2019Q2,Equal_Weighted,8.33
NED,2019Q2,Equal_Weighted,2.94
NT2,2019Q2,Equal_Weighted,12.5
PC1,2019Q2,Equal_Weighted,2.94
POW,2019Q2,Equal_Weighted,12.5
PPC,2019Q2,Equal_Weighted,8.33
QTP,2019Q2,Equal_Weighted,8.33
REE,2019Q2,Equal_Weighted,2.94
S4A,2019Q2,Equal_Weighted,2.94
SBA,2019Q2,Equal_Weighted,2.94
SHP,2019Q2,Equal_Weighted,2.94
TMP,2019Q2,Equal_Weighted,2.94
TTA,2019Q2,Equal_Weighted,2.94
VPD,2019Q2,Equal_Weighted,2.94
VSH,2019Q2,Equal_Weighted,2.94
AVC,2019Q2,ONI,2.94
DPG,2019Q2,ONI,2.94
DRL,2019Q2,ONI,2.94
GEG,2019Q2,ONI,2.94
GHC,2019Q2,ONI,2.94
HDG,2019Q2,ONI,2.94
HNA,2019Q2,ONI,2.94
HND,2019Q2,ONI,8.33
NED,2019Q2,ONI,2.94
NT2,2019Q2,ONI,12.5
PC1,2019Q2,ONI,2.94
POW,2019Q2,ONI,12.5
PPC,2019Q2,ONI,8.33
QTP,2019Q2,ONI,8.33
REE,2019Q2,ONI,2.94
S4A,2019Q2,ONI,2.94
SBA,2019Q2,ONI,2.94
SHP,2019Q2,ONI,2.94
TMP,2019Q2,ONI,2.94
TTA,2019Q2,ONI,2.94
VPD,2019Q2,ONI,2.94
VSH,2019Q2,ONI,2.94
AVC,2019Q3,Alpha,2.94
DPG,2019Q3,Alpha,2.94
DRL,2019Q3,Alpha,2.94
GEG,2019Q3,Alpha,2.94
GHC,2019Q3,Alpha,2.94
HDG,2019Q3,Alpha,2.94
HNA,2019Q3,Alpha,2.94
HND,2019Q3,Alpha,25.0
NED,2019Q3,Alpha,2.94
NT2,2019Q3,Alpha,12.5
PC1,2019Q3,Alpha,2.94
POW,2019Q3,Alpha,12.5
REE,2019Q3,Alpha,2.94
S4A,2019Q3,Alpha,2.94
SBA,2019Q3,Alpha,2.94
SHP,2019Q3,Alpha,2.94
TMP,2019Q3,Alpha,2.94
TTA,2019Q3,Alpha,2.94
VPD,2019Q3,Alpha,2.94
VSH,2019Q3,Alpha,2.94
AVC,2019Q3,Equal_Weighted,2.94
DPG,2019Q3,Equal_Weighted,2.94
DRL,2019Q3,Equal_Weighted,2.94
GEG,2019Q3,Equal_Weighted,2.94
GHC,2019Q3,Equal_Weighted,2.94
HDG,2019Q3,Equal_Weighted,2.94
HNA,2019Q3,Equal_Weighted,2.94
HND,2019Q3,Equal_Weighted,8.33
NED,2019Q3,Equal_Weighted,2.94
NT2,2019Q3,Equal_Weighted,12.5
PC1,2019Q3,Equal_Weighted,2.94
POW,2019Q3,Equal_Weighted,12.5
PPC,2019Q3,Equal_Weighted,8.33
QTP,2019Q3,Equal_Weighted,8.33
REE,2019Q3,Equal_Weighted,2.94
S4A,2019Q3,Equal_Weighted,2.94
SBA,2019Q3,Equal_Weighted,2.94
SHP,2019Q3,Equal_Weighted,2.94
TMP,2019Q3,Equal_Weighted,2.94
TTA,2019Q3,Equal_Weighted,2.94
VPD,2019Q3,Equal_Weighted,2.94
VSH,2019Q3,Equal_Weighted,2.94
AVC,2019Q3,ONI,2.94
DPG,2019Q3,ONI,2.94
DRL,2019Q3,ONI,2.94
GEG,2019Q3,ONI,2.94
GHC,2019Q3,ONI,2.94
HDG,2019Q3,ONI,2.94
HNA,2019Q3,ONI,2.94
HND,2019Q3,ONI,8.33
NED,2019Q3,ONI,2.94
NT2,2019Q3,ONI,12.5
PC1,2019Q3,ONI,2.94
POW,2019Q3,ONI,12.5
PPC,2019Q3,ONI,8.33
QTP,2019Q3,ONI,8.33
REE,2019Q3,ONI,2.94
S4A,2019Q3,ONI,2.94
SBA,2019Q3,ONI,2.94
SHP,2019Q3,ONI,2.94
TMP,2019Q3,ONI,2.94
TTA,2019Q3,ONI,2.94
VPD,2019Q3,ONI,2.94
VSH,2019Q3,ONI,2.94
NT2,2019Q4,Alpha,25.0
POW,2019Q4,Alpha,25.0
PPC,2019Q4,Alpha,50.0
AVC,2019Q4,Equal_Weighted,2.94
DPG,2019Q4,Equal_Weighted,2.94
DRL,2019Q4,Equal_Weighted,2.94
GEG,2019Q4,Equal_Weighted,2.94
GHC,2019Q4,Equal_Weighted,2.94
HDG,2019Q4,Equal_Weighted,2.94
HNA,2019Q4,Equal_Weighted,2.94
HND,2019Q4,Equal_Weighted,8.33
NED,2019Q4,Equal_Weighted,2.94
NT2,2019Q4,Equal_Weighted,12.5
PC1,2019Q4,Equal_Weighted,2.94
POW,2019Q4,Equal_Weighted,12.5
PPC,2019Q4,Equal_Weighted,8.33
QTP,2019Q4,Equal_Weighted,8.33
REE,2019Q4,Equal_Weighted,2.94
S4A,2019Q4,Equal_Weighted,2.94
SBA,2019Q4,Equal_Weighted,2.94
SHP,2019Q4,Equal_Weighted,2.94
TMP,2019Q4,Equal_Weighted,2.94
TTA,2019Q4,Equal_Weighted,2.94
VPD,2019Q4,Equal_Weighted,2.94
VSH,2019Q4,Equal_Weighted,2.94
HND,2019Q4,ONI,16.67
NT2,2019Q4,ONI,25.0
POW,2019Q4,ONI,25.0
PPC,2019Q4,ONI,16.67
QTP,2019Q4,ONI,16.67
AVC,2020Q1,Alpha,2.94
DPG,2020Q1,Alpha,2.94
DRL,2020Q1,Alpha,2.94
GEG,2020Q1,Alpha,2.94
GHC,2020Q1,Alpha,2.94
HDG,2020Q1,Alpha,2.94
HNA,2020Q1,Alpha,2.94
HND,2020Q1,Alpha,25.0
NED,2020Q1,Alpha,2.94
NT2,2020Q1,Alpha,12.5
PC1,2020Q1,Alpha,2.94
POW,2020Q1,Alpha,12.5
REE,2020Q1,Alpha,2.94
S4A,2020Q1,Alpha,2.94
SBA,2020Q1,Alpha,2.94
SHP,2020Q1,Alpha,2.94
TMP,2020Q1,Alpha,2.94
TTA,2020Q1,Alpha,2.94
VPD,2020Q1,Alpha,2.94
VSH,2020Q1,Alpha,2.94
AVC,2020Q1,Equal_Weighted,2.94
DPG,2020Q1,Equal_Weighted,2.94
DRL,2020Q1,Equal_Weighted,2.94
GEG,2020Q1,Equal_Weighted,2.94
GHC,2020Q1,Equal_Weighted,2.94
HDG,2020Q1,Equal_Weighted,2.94
HNA,2020Q1,Equal_Weighted,2.94
HND,2020Q1,Equal_Weighted,8.33
NED,2020Q1,Equal_Weighted,2.94
NT2,2020Q1,Equal_Weighted,12.5
PC1,2020Q1,Equal_Weighted,2.94
POW,2020Q1,Equal_Weighted,12.5
PPC,2020Q1,Equal_Weighted,8.33
QTP,2020Q1,Equal_Weighted,8.33
REE,2020Q1,Equal_Weighted,2.94
S4A,2020Q1,Equal_Weighted,2.94
SBA,2020Q1,Equal_Weighted,2.94
SHP,2020Q1,Equal_Weighted,2.94
TMP,2020Q1,Equal_Weighted,2.94
TTA,2020Q1,Equal_Weighted,2.94
VPD,2020Q1,Equal_Weighted,2.94
VSH,2020Q1,Equal_Weighted,2.94
AVC,2020Q1,ONI,2.94
DPG,2020Q1,ONI,2.94
DRL,2020Q1,ONI,2.94
GEG,2020Q1,ONI,2.94
GHC,2020Q1,ONI,2.94
HDG,2020Q1,ONI,2.94
HNA,2020Q1,ONI,2.94
HND,2020Q1,ONI,8.33
NED,2020Q1,ONI,2.94
NT2,2020Q1,ONI,12.5
PC1,2020Q1,ONI,2.94
POW,2020Q1,ONI,12.5
PPC,2020Q1,ONI,8.33
QTP,2020Q1,ONI,8.33
