symbol,period,strategy,weight
AVC,2011Q1,Alpha,5.88
DPG,2011Q1,Alpha,5.88
DRL,2011Q1,Alpha,5.88
GEG,2011Q1,Alpha,5.88
GHC,2011Q1,Alpha,5.88
HDG,2011Q1,Alpha,5.88
HNA,2011Q1,Alpha,5.88
NED,2011Q1,Alpha,5.88
PC1,2011Q1,Alpha,5.88
REE,2011Q1,Alpha,5.88
S4A,2011Q1,Alpha,5.88
SBA,2011Q1,Alpha,5.88
SHP,2011Q1,Alpha,5.88
TMP,2011Q1,Alpha,5.88
TTA,2011Q1,Alpha,5.88
VPD,2011Q1,Alpha,5.88
VSH,2011Q1,Alpha,5.88
AVC,2011Q1,Equal_Weighted,2.94
DPG,2011Q1,Equal_Weighted,2.94
DRL,2011Q1,Equal_Weighted,2.94
GEG,2011Q1,Equal_Weighted,2.94
GHC,2011Q1,Equal_Weighted,2.94
HDG,2011Q1,Equal_Weighted,2.94
HNA,2011Q1,Equal_Weighted,2.94
HND,2011Q1,Equal_Weighted,8.33
NED,2011Q1,Equal_Weighted,2.94
NT2,2011Q1,Equal_Weighted,12.5
PC1,2011Q1,Equal_Weighted,2.94
POW,2011Q1,Equal_Weighted,12.5
PPC,2011Q1,Equal_Weighted,8.33
QTP,2011Q1,Equal_Weighted,8.33
REE,2011Q1,Equal_Weighted,2.94
S4A,2011Q1,Equal_Weighted,2.94
SBA,2011Q1,Equal_Weighted,2.94
SHP,2011Q1,Equal_Weighted,2.94
TMP,2011Q1,Equal_Weighted,2.94
TTA,2011Q1,Equal_Weighted,2.94
VPD,2011Q1,Equal_Weighted,2.94
VSH,2011Q1,Equal_Weighted,2.94
AVC,2011Q1,ONI,5.88
DPG,2011Q1,ONI,5.88
DRL,2011Q1,ONI,5.88
GEG,2011Q1,ONI,5.88
GHC,2011Q1,ONI,5.88
HDG,2011Q1,ONI,5.88
HNA,2011Q1,ONI,5.88
NED,2011Q1,ONI,5.88
PC1,2011Q1,ONI,5.88
REE,2011Q1,ONI,5.88
S4A,2011Q1,ONI,5.88
SBA,2011Q1,ONI,5.88
SHP,2011Q1,ONI,5.88
TMP,2011Q1,ONI,5.88
TTA,2011Q1,ONI,5.88
VPD,2011Q1,ONI,5.88
VSH,2011Q1,ONI,5.88
AVC,2011Q2,Alpha,2.94
DPG,2011Q2,Alpha,2.94
DRL,2011Q2,Alpha,2.94
GEG,2011Q2,Alpha,2.94
GHC,2011Q2,Alpha,2.94
HDG,2011Q2,Alpha,2.94
HNA,2011Q2,Alpha,2.94
HND,2011Q2,Alpha,8.33
NED,2011Q2,Alpha,2.94
NT2,2011Q2,Alpha,12.5
PC1,2011Q2,Alpha,2.94
POW,2011Q2,Alpha,12.5
PPC,2011Q2,Alpha,8.33
QTP,2011Q2,Alpha,8.33
REE,2011Q2,Alpha,2.94
S4A,2011Q2,Alpha,2.94
SBA,2011Q2,Alpha,2.94
SHP,2011Q2,Alpha,2.94
TMP,2011Q2,Alpha,2.94
TTA,2011Q2,Alpha,2.94
VPD,2011Q2,Alpha,2.94
VSH,2011Q2,Alpha,2.94
AVC,2011Q2,Equal_Weighted,2.94
DPG,2011Q2,Equal_Weighted,2.94
DRL,2011Q2,Equal_Weighted,2.94
GEG,2011Q2,Equal_Weighted,2.94
GHC,2011Q2,Equal_Weighted,2.94
HDG,2011Q2,Equal_Weighted,2.94
HNA,2011Q2,Equal_Weighted,2.94
HND,2011Q2,Equal_Weighted,8.33
NED,2011Q2,Equal_Weighted,2.94
NT2,2011Q2,Equal_Weighted,12.5
PC1,2011Q2,Equal_Weighted,2.94
POW,2011Q2,Equal_Weighted,12.5
PPC,2011Q2,Equal_Weighted,8.33
QTP,2011Q2,Equal_Weighted,8.33
REE,2011Q2,Equal_Weighted,2.94
S4A,2011Q2,Equal_Weighted,2.94
SBA,2011Q2,Equal_Weighted,2.94
SHP,2011Q2,Equal_Weighted,2.94
TMP,2011Q2,Equal_Weighted,2.94
TTA,2011Q2,Equal_Weighted,2.94
VPD,2011Q2,Equal_Weighted,2.94
VSH,2011Q2,Equal_Weighted,2.94
AVC,2011Q2,ONI,2.94
DPG,2011Q2,ONI,2.94
DRL,2011Q2,ONI,2.94
GEG,2011Q2,ONI,2.94
GHC,2011Q2,ONI,2.94
HDG,2011Q2,ONI,2.94
HNA,2011Q2,ONI,2.94
HND,2011Q2,ONI,8.33
NED,2011Q2,ONI,2.94
NT2,2011Q2,ONI,12.5
PC1,2011Q2,ONI,2.94
POW,2011Q2,ONI,12.5
PPC,2011Q2,ONI,8.33
QTP,2011Q2,ONI,8.33
REE,2011Q2,ONI,2.94
S4A,2011Q2,ONI,2.94
SBA,2011Q2,ONI,2.94
SHP,2011Q2,ONI,2.94
TMP,2011Q2,ONI,2.94
TTA,2011Q2,ONI,2.94
VPD,2011Q2,ONI,2.94
VSH,2011Q2,ONI,2.94
AVC,2011Q3,Alpha,5.88
DPG,2011Q3,Alpha,5.88
DRL,2011Q3,Alpha,5.88
GEG,2011Q3,Alpha,5.88
GHC,2011Q3,Alpha,5.88
HDG,2011Q3,Alpha,5.88
HNA,2011Q3,Alpha,5.88
NED,2011Q3,Alpha,5.88
PC1,2011Q3,Alpha,5.88
REE,2011Q3,Alpha,5.88
S4A,2011Q3,Alpha,5.88
SBA,2011Q3,Alpha,5.88
SHP,2011Q3,Alpha,5.88
TMP,2011Q3,Alpha,5.88
TTA,2011Q3,Alpha,5.88
VPD,2011Q3,Alpha,5.88
VSH,2011Q3,Alpha,5.88
AVC,2011Q3,Equal_Weighted,2.94
DPG,2011Q3,Equal_Weighted,2.94
DRL,2011Q3,Equal_Weighted,2.94
GEG,2011Q3,Equal_Weighted,2.94
GHC,2011Q3,Equal_Weighted,2.94
HDG,2011Q3,Equal_Weighted,2.94
HNA,2011Q3,Equal_Weighted,2.94
HND,2011Q3,Equal_Weighted,8.33
NED,2011Q3,Equal_Weighted,2.94
NT2,2011Q3,Equal_Weighted,12.5
PC1,2011Q3,Equal_Weighted,2.94
POW,2011Q3,Equal_Weighted,12.5
PPC,2011Q3,Equal_Weighted,8.33
QTP,2011Q3,Equal_Weighted,8.33
REE,2011Q3,Equal_Weighted,2.94
S4A,2011Q3,Equal_Weighted,2.94
SBA,2011Q3,Equal_Weighted,2.94
SHP,2011Q3,Equal_Weighted,2.94
TMP,2011Q3,Equal_Weighted,2.94
TTA,2011Q3,Equal_Weighted,2.94
VPD,2011Q3,Equal_Weighted,2.94
VSH,2011Q3,Equal_Weighted,2.94
AVC,2011Q3,ONI,5.88
DPG,2011Q3,ONI,5.88
DRL,2011Q3,ONI,5.88
GEG,2011Q3,ONI,5.88
GHC,2011Q3,ONI,5.88
HDG,2011Q3,ONI,5.88
HNA,2011Q3,ONI,5.88
NED,2011Q3,ONI,5.88
PC1,2011Q3,ONI,5.88
REE,2011Q3,ONI,5.88
S4A,2011Q3,ONI,5.88
SBA,2011Q3,ONI,5.88
SHP,2011Q3,ONI,5.88
TMP,2011Q3,ONI,5.88
TTA,2011Q3,ONI,5.88
VPD,2011Q3,ONI,5.88
VSH,2011Q3,ONI,5.88
AVC,2011Q4,Alpha,5.88
DPG,2011Q4,Alpha,5.88
DRL,2011Q4,Alpha,5.88
GEG,2011Q4,Alpha,5.88
GHC,2011Q4,Alpha,5.88
HDG,2011Q4,Alpha,5.88
HNA,2011Q4,Alpha,5.88
NED,2011Q4,Alpha,5.88
PC1,2011Q4,Alpha,5.88
REE,2011Q4,Alpha,5.88
S4A,2011Q4,Alpha,5.88
SBA,2011Q4,Alpha,5.88
SHP,2011Q4,Alpha,5.88
TMP,2011Q4,Alpha,5.88
TTA,2011Q4,Alpha,5.88
VPD,2011Q4,Alpha,5.88
VSH,2011Q4,Alpha,5.88
AVC,2011Q4,Equal_Weighted,2.94
DPG,2011Q4,Equal_Weighted,2.94
DRL,2011Q4,Equal_Weighted,2.94
GEG,2011Q4,Equal_Weighted,2.94
GHC,2011Q4,Equal_Weighted,2.94
HDG,2011Q4,Equal_Weighted,2.94
HNA,2011Q4,Equal_Weighted,2.94
HND,2011Q4,Equal_Weighted,8.33
NED,2011Q4,Equal_Weighted,2.94
NT2,2011Q4,Equal_Weighted,12.5
PC1,2011Q4,Equal_Weighted,2.94
POW,2011Q4,Equal_Weighted,12.5
PPC,2011Q4,Equal_Weighted,8.33
QTP,2011Q4,Equal_Weighted,8.33
REE,2011Q4,Equal_Weighted,2.94
S4A,2011Q4,Equal_Weighted,2.94
SBA,2011Q4,Equal_Weighted,2.94
SHP,2011Q4,Equal_Weighted,2.94
TMP,2011Q4,Equal_Weighted,2.94
TTA,2011Q4,Equal_Weighted,2.94
VPD,2011Q4,Equal_Weighted,2.94
VSH,2011Q4,Equal_Weighted,2.94
AVC,2011Q4,ONI,5.88
DPG,2011Q4,ONI,5.88
DRL,2011Q4,ONI,5.88
GEG,2011Q4,ONI,5.88
GHC,2011Q4,ONI,5.88
HDG,2011Q4,ONI,5.88
HNA,2011Q4,ONI,5.88
NED,2011Q4,ONI,5.88
PC1,2011Q4,ONI,5.88
REE,2011Q4,ONI,5.88
S4A,2011Q4,ONI,5.88
SBA,2011Q4,ONI,5.88
SHP,2011Q4,ONI,5.88
TMP,2011Q4,ONI,5.88
TTA,2011Q4,ONI,5.88
VPD,2011Q4,ONI,5.88
VSH,2011Q4,ONI,5.88
AVC,2012Q1,Alpha,5.88
DPG,2012Q1,Alpha,5.88
DRL,2012Q1,Alpha,5.88
GEG,2012Q1,Alpha,5.88
GHC,2012Q1,Alpha,5.88
HDG,2012Q1,Alpha,5.88
HNA,2012Q1,Alpha,5.88
NED,2012Q1,Alpha,5.88
PC1,2012Q1,Alpha,5.88
REE,2012Q1,Alpha,5.88
S4A,2012Q1,Alpha,5.88
SBA,2012Q1,Alpha,5.88
SHP,2012Q1,Alpha,5.88
TMP,2012Q1,Alpha,5.88
TTA,2012Q1,Alpha,5.88
VPD,2012Q1,Alpha,5.88
VSH,2012Q1,Alpha,5.88
AVC,2012Q1,Equal_Weighted,2.94
DPG,2012Q1,Equal_Weighted,2.94
DRL,2012Q1,Equal_Weighted,2.94
GEG,2012Q1,Equal_Weighted,2.94
GHC,2012Q1,Equal_Weighted,2.94
HDG,2012Q1,Equal_Weighted,2.94
HNA,2012Q1,Equal_Weighted,2.94
HND,2012Q1,Equal_Weighted,8.33
NED,2012Q1,Equal_Weighted,2.94
NT2,2012Q1,Equal_Weighted,12.5
PC1,2012Q1,Equal_Weighted,2.94
POW,2012Q1,Equal_Weighted,12.5
PPC,2012Q1,Equal_Weighted,8.33
QTP,2012Q1,Equal_Weighted,8.33
REE,2012Q1,Equal_Weighted,2.94
S4A,2012Q1,Equal_Weighted,2.94
SBA,2012Q1,Equal_Weighted,2.94
SHP,2012Q1,Equal_Weighted,2.94
TMP,2012Q1,Equal_Weighted,2.94
TTA,2012Q1,Equal_Weighted,2.94
VPD,2012Q1,Equal_Weighted,2.94
VSH,2012Q1,Equal_Weighted,2.94
AVC,2012Q1,ONI,5.88
DPG,2012Q1,ONI,5.88
DRL,2012Q1,ONI,5.88
GEG,2012Q1,ONI,5.88
GHC,2012Q1,ONI,5.88
HDG,2012Q1,ONI,5.88
HNA,2012Q1,ONI,5.88
NED,2012Q1,ONI,5.88
PC1,2012Q1,ONI,5.88
REE,2012Q1,ONI,5.88
S4A,2012Q1,ONI,5.88
SBA,2012Q1,ONI,5.88
SHP,2012Q1,ONI,5.88
TMP,2012Q1,ONI,5.88
TTA,2012Q1,ONI,5.88
VPD,2012Q1,ONI,5.88
VSH,2012Q1,ONI,5.88
AVC,2012Q2,Alpha,2.94
DPG,2012Q2,Alpha,2.94
DRL,2012Q2,Alpha,2.94
GEG,2012Q2,Alpha,2.94
GHC,2012Q2,Alpha,2.94
HDG,2012Q2,Alpha,2.94
HNA,2012Q2,Alpha,2.94
HND,2012Q2,Alpha,8.33
NED,2012Q2,Alpha,2.94
NT2,2012Q2,Alpha,12.5
PC1,2012Q2,Alpha,2.94
POW,2012Q2,Alpha,12.5
PPC,2012Q2,Alpha,8.33
QTP,2012Q2,Alpha,8.33
REE,2012Q2,Alpha,2.94
S4A,2012Q2,Alpha,2.94
SBA,2012Q2,Alpha,2.94
SHP,2012Q2,Alpha,2.94
TMP,2012Q2,Alpha,2.94
TTA,2012Q2,Alpha,2.94
VPD,2012Q2,Alpha,2.94
VSH,2012Q2,Alpha,2.94
AVC,2012Q2,Equal_Weighted,2.94
DPG,2012Q2,Equal_Weighted,2.94
DRL,2012Q2,Equal_Weighted,2.94
GEG,2012Q2,Equal_Weighted,2.94
GHC,2012Q2,Equal_Weighted,2.94
HDG,2012Q2,Equal_Weighted,2.94
HNA,2012Q2,Equal_Weighted,2.94
HND,2012Q2,Equal_Weighted,8.33
NED,2012Q2,Equal_Weighted,2.94
NT2,2012Q2,Equal_Weighted,12.5
PC1,2012Q2,Equal_Weighted,2.94
POW,2012Q2,Equal_Weighted,12.5
PPC,2012Q2,Equal_Weighted,8.33
QTP,2012Q2,Equal_Weighted,8.33
REE,2012Q2,Equal_Weighted,2.94
S4A,2012Q2,Equal_Weighted,2.94
SBA,2012Q2,Equal_Weighted,2.94
SHP,2012Q2,Equal_Weighted,2.94
TMP,2012Q2,Equal_Weighted,2.94
TTA,2012Q2,Equal_Weighted,2.94
VPD,2012Q2,Equal_Weighted,2.94
VSH,2012Q2,Equal_Weighted,2.94
AVC,2012Q2,ONI,2.94
DPG,2012Q2,ONI,2.94
DRL,2012Q2,ONI,2.94
GEG,2012Q2,ONI,2.94
GHC,2012Q2,ONI,2.94
HDG,2012Q2,ONI,2.94
HNA,2012Q2,ONI,2.94
HND,2012Q2,ONI,8.33
NED,2012Q2,ONI,2.94
NT2,2012Q2,ONI,12.5
PC1,2012Q2,ONI,2.94
POW,2012Q2,ONI,12.5
PPC,2012Q2,ONI,8.33
QTP,2012Q2,ONI,8.33
REE,2012Q2,ONI,2.94
S4A,2012Q2,ONI,2.94
SBA,2012Q2,ONI,2.94
SHP,2012Q2,ONI,2.94
TMP,2012Q2,ONI,2.94
TTA,2012Q2,ONI,2.94
VPD,2012Q2,ONI,2.94
VSH,2012Q2,ONI,2.94
AVC,2012Q3,Alpha,2.94
DPG,2012Q3,Alpha,2.94
DRL,2012Q3,Alpha,2.94
GEG,2012Q3,Alpha,2.94
GHC,2012Q3,Alpha,2.94
HDG,2012Q3,Alpha,2.94
HNA,2012Q3,Alpha,2.94
HND,2012Q3,Alpha,8.33
NED,2012Q3,Alpha,2.94
NT2,2012Q3,Alpha,12.5
PC1,2012Q3,Alpha,2.94
POW,2012Q3,Alpha,12.5
PPC,2012Q3,Alpha,8.33
QTP,2012Q3,Alpha,8.33
REE,2012Q3,Alpha,2.94
S4A,2012Q3,Alpha,2.94
SBA,2012Q3,Alpha,2.94
SHP,2012Q3,Alpha,2.94
TMP,2012Q3,Alpha,2.94
TTA,2012Q3,Alpha,2.94
VPD,2012Q3,Alpha,2.94
VSH,2012Q3,Alpha,2.94
AVC,2012Q3,Equal_Weighted,2.94
DPG,2012Q3,Equal_Weighted,2.94
DRL,2012Q3,Equal_Weighted,2.94
GEG,2012Q3,Equal_Weighted,2.94
GHC,2012Q3,Equal_Weighted,2.94
HDG,2012Q3,Equal_Weighted,2.94
HNA,2012Q3,Equal_Weighted,2.94
HND,2012Q3,Equal_Weighted,8.33
NED,2012Q3,Equal_Weighted,2.94
NT2,2012Q3,Equal_Weighted,12.5
PC1,2012Q3,Equal_Weighted,2.94
POW,2012Q3,Equal_Weighted,12.5
PPC,2012Q3,Equal_Weighted,8.33
QTP,2012Q3,Equal_Weighted,8.33
REE,2012Q3,Equal_Weighted,2.94
S4A,2012Q3,Equal_Weighted,2.94
SBA,2012Q3,Equal_Weighted,2.94
SHP,2012Q3,Equal_Weighted,2.94
TMP,2012Q3,Equal_Weighted,2.94
TTA,2012Q3,Equal_Weighted,2.94
VPD,2012Q3,Equal_Weighted,2.94
VSH,2012Q3,Equal_Weighted,2.94
AVC,2012Q3,ONI,2.94
DPG,2012Q3,ONI,2.94
DRL,2012Q3,ONI,2.94
GEG,2012Q3,ONI,2.94
GHC,2012Q3,ONI,2.94
HDG,2012Q3,ONI,2.94
HNA,2012Q3,ONI,2.94
HND,2012Q3,ONI,8.33
NED,2012Q3,ONI,2.94
NT2,2012Q3,ONI,12.5
PC1,2012Q3,ONI,2.94
POW,2012Q3,ONI,12.5
PPC,2012Q3,ONI,8.33
QTP,2012Q3,ONI,8.33
REE,2012Q3,ONI,2.94
S4A,2012Q3,ONI,2.94
SBA,2012Q3,ONI,2.94
SHP,2012Q3,ONI,2.94
TMP,2012Q3,ONI,2.94
TTA,2012Q3,ONI,2.94
VPD,2012Q3,ONI,2.94
VSH,2012Q3,ONI,2.94
AVC,2012Q4,Alpha,2.94
DPG,2012Q4,Alpha,2.94
DRL,2012Q4,Alpha,2.94
GEG,2012Q4,Alpha,2.94
GHC,2012Q4,Alpha,2.94
HDG,2012Q4,Alpha,2.94
HNA,2012Q4,Alpha,2.94
HND,2012Q4,Alpha,8.33
NED,2012Q4,Alpha,2.94
NT2,2012Q4,Alpha,12.5
PC1,2012Q4,Alpha,2.94
POW,2012Q4,Alpha,12.5
PPC,2012Q4,Alpha,8.33
QTP,2012Q4,Alpha,8.33
REE,2012Q4,Alpha,2.94
S4A,2012Q4,Alpha,2.94
SBA,2012Q4,Alpha,2.94
SHP,2012Q4,Alpha,2.94
TMP,2012Q4,Alpha,2.94
TTA,2012Q4,Alpha,2.94
VPD,2012Q4,Alpha,2.94
VSH,2012Q4,Alpha,2.94
AVC,2012Q4,Equal_Weighted,2.94
DPG,2012Q4,Equal_Weighted,2.94
DRL,2012Q4,Equal_Weighted,2.94
GEG,2012Q4,Equal_Weighted,2.94
GHC,2012Q4,Equal_Weighted,2.94
HDG,2012Q4,Equal_Weighted,2.94
HNA,2012Q4,Equal_Weighted,2.94
HND,2012Q4,Equal_Weighted,8.33
NED,2012Q4,Equal_Weighted,2.94
NT2,2012Q4,Equal_Weighted,12.5
PC1,2012Q4,Equal_Weighted,2.94
POW,2012Q4,Equal_Weighted,12.5
PPC,2012Q4,Equal_Weighted,8.33
QTP,2012Q4,Equal_Weighted,8.33
REE,2012Q4,Equal_Weighted,2.94
S4A,2012Q4,Equal_Weighted,2.94
SBA,2012Q4,Equal_Weighted,2.94
SHP,2012Q4,Equal_Weighted,2.94
TMP,2012Q4,Equal_Weighted,2.94
TTA,2012Q4,Equal_Weighted,2.94
VPD,2012Q4,Equal_Weighted,2.94
VSH,2012Q4,Equal_Weighted,2.94
AVC,2012Q4,ONI,2.94
DPG,2012Q4,ONI,2.94
DRL,2012Q4,ONI,2.94
GEG,2012Q4,ONI,2.94
GHC,2012Q4,ONI,2.94
HDG,2012Q4,ONI,2.94
HNA,2012Q4,ONI,2.94
HND,2012Q4,ONI,8.33
NED,2012Q4,ONI,2.94
NT2,2012Q4,ONI,12.5
PC1,2012Q4,ONI,2.94
POW,2012Q4,ONI,12.5
PPC,2012Q4,ONI,8.33
QTP,2012Q4,ONI,8.33
REE,2012Q4,ONI,2.94
S4A,2012Q4,ONI,2.94
SBA,2012Q4,ONI,2.94
SHP,2012Q4,ONI,2.94
TMP,2012Q4,ONI,2.94
TTA,2012Q4,ONI,2.94
VPD,2012Q4,ONI,2.94
VSH,2012Q4,ONI,2.94
AVC,2013Q1,Alpha,2.94
DPG,2013Q1,Alpha,2.94
DRL,2013Q1,Alpha,2.94
GEG,2013Q1,Alpha,2.94
GHC,2013Q1,Alpha,2.94
HDG,2013Q1,Alpha,2.94
HNA,2013Q1,Alpha,2.94
HND,2013Q1,Alpha,8.33
NED,2013Q1,Alpha,2.94
NT2,2013Q1,Alpha,12.5
PC1,2013Q1,Alpha,2.94
POW,2013Q1,Alpha,12.5
PPC,2013Q1,Alpha,8.33
QTP,2013Q1,Alpha,8.33
REE,2013Q1,Alpha,2.94
S4A,2013Q1,Alpha,2.94
SBA,2013Q1,Alpha,2.94
SHP,2013Q1,Alpha,2.94
TMP,2013Q1,Alpha,2.94
TTA,2013Q1,Alpha,2.94
VPD,2013Q1,Alpha,2.94
VSH,2013Q1,Alpha,2.94
AVC,2013Q1,Equal_Weighted,2.94
DPG,2013Q1,Equal_Weighted,2.94
DRL,2013Q1,Equal_Weighted,2.94
GEG,2013Q1,Equal_Weighted,2.94
GHC,2013Q1,Equal_Weighted,2.94
HDG,2013Q1,Equal_Weighted,2.94
HNA,2013Q1,Equal_Weighted,2.94
HND,2013Q1,Equal_Weighted,8.33
NED,2013Q1,Equal_Weighted,2.94
NT2,2013Q1,Equal_Weighted,12.5
PC1,2013Q1,Equal_Weighted,2.94
POW,2013Q1,Equal_Weighted,12.5
PPC,2013Q1,Equal_Weighted,8.33
QTP,2013Q1,Equal_Weighted,8.33
REE,2013Q1,Equal_Weighted,2.94
S4A,2013Q1,Equal_Weighted,2.94
SBA,2013Q1,Equal_Weighted,2.94
SHP,2013Q1,Equal_Weighted,2.94
TMP,2013Q1,Equal_Weighted,2.94
TTA,2013Q1,Equal_Weighted,2.94
VPD,2013Q1,Equal_Weighted,2.94
VSH,2013Q1,Equal_Weighted,2.94
AVC,2013Q1,ONI,2.94
DPG,2013Q1,ONI,2.94
DRL,2013Q1,ONI,2.94
GEG,2013Q1,ONI,2.94
GHC,2013Q1,ONI,2.94
HDG,2013Q1,ONI,2.94
HNA,2013Q1,ONI,2.94
HND,2013Q1,ONI,8.33
NED,2013Q1,ONI,2.94
NT2,2013Q1,ONI,12.5
PC1,2013Q1,ONI,2.94
POW,2013Q1,ONI,12.5
PPC,2013Q1,ONI,8.33
QTP,2013Q1,ONI,8.33
REE,2013Q1,ONI,2.94
S4A,2013Q1,ONI,2.94
SBA,2013Q1,ONI,2.94
SHP,2013Q1,ONI,2.94
TMP,2013Q1,ONI,2.94
TTA,2013Q1,ONI,2.94
VPD,2013Q1,ONI,2.94
VSH,2013Q1,ONI,2.94
AVC,2013Q2,Alpha,2.94
DPG,2013Q2,Alpha,2.94
DRL,2013Q2,Alpha,2.94
GEG,2013Q2,Alpha,2.94
GHC,2013Q2,Alpha,2.94
HDG,2013Q2,Alpha,2.94
HNA,2013Q2,Alpha,2.94
HND,2013Q2,Alpha,8.33
NED,2013Q2,Alpha,2.94
NT2,2013Q2,Alpha,12.5
PC1,2013Q2,Alpha,2.94
POW,2013Q2,Alpha,12.5
PPC,2013Q2,Alpha,8.33
QTP,2013Q2,Alpha,8.33
REE,2013Q2,Alpha,2.94
S4A,2013Q2,Alpha,2.94
SBA,2013Q2,Alpha,2.94
SHP,2013Q2,Alpha,2.94
TMP,2013Q2,Alpha,2.94
TTA,2013Q2,Alpha,2.94
VPD,2013Q2,Alpha,2.94
VSH,2013Q2,Alpha,2.94
AVC,2013Q2,Equal_Weighted,2.94
DPG,2013Q2,Equal_Weighted,2.94
DRL,2013Q2,Equal_Weighted,2.94
GEG,2013Q2,Equal_Weighted,2.94
GHC,2013Q2,Equal_Weighted,2.94
HDG,2013Q2,Equal_Weighted,2.94
HNA,2013Q2,Equal_Weighted,2.94
HND,2013Q2,Equal_Weighted,8.33
NED,2013Q2,Equal_Weighted,2.94
NT2,2013Q2,Equal_Weighted,12.5
PC1,2013Q2,Equal_Weighted,2.94
POW,2013Q2,Equal_Weighted,12.5
PPC,2013Q2,Equal_Weighted,8.33
QTP,2013Q2,Equal_Weighted,8.33
REE,2013Q2,Equal_Weighted,2.94
S4A,2013Q2,Equal_Weighted,2.94
SBA,2013Q2,Equal_Weighted,2.94
SHP,2013Q2,Equal_Weighted,2.94
TMP,2013Q2,Equal_Weighted,2.94
TTA,2013Q2,Equal_Weighted,2.94
VPD,2013Q2,Equal_Weighted,2.94
VSH,2013Q2,Equal_Weighted,2.94
AVC,2013Q2,ONI,2.94
DPG,2013Q2,ONI,2.94
DRL,2013Q2,ONI,2.94
GEG,2013Q2,ONI,2.94
GHC,2013Q2,ONI,2.94
HDG,2013Q2,ONI,2.94
HNA,2013Q2,ONI,2.94
HND,2013Q2,ONI,8.33
NED,2013Q2,ONI,2.94
NT2,2013Q2,ONI,12.5
PC1,2013Q2,ONI,2.94
POW,2013Q2,ONI,12.5
PPC,2013Q2,ONI,8.33
QTP,2013Q2,ONI,8.33
REE,2013Q2,ONI,2.94
S4A,2013Q2,ONI,2.94
SBA,2013Q2,ONI,2.94
SHP,2013Q2,ONI,2.94
TMP,2013Q2,ONI,2.94
TTA,2013Q2,ONI,2.94
VPD,2013Q2,ONI,2.94
VSH,2013Q2,ONI,2.94
AVC,2013Q3,Alpha,2.94
DPG,2013Q3,Alpha,2.94
DRL,2013Q3,Alpha,2.94
GEG,2013Q3,Alpha,2.94
GHC,2013Q3,Alpha,2.94
HDG,2013Q3,Alpha,2.94
HNA,2013Q3,Alpha,2.94
HND,2013Q3,Alpha,8.33
NED,2013Q3,Alpha,2.94
NT2,2013Q3,Alpha,12.5
PC1,2013Q3,Alpha,2.94
POW,2013Q3,Alpha,12.5
PPC,2013Q3,Alpha,8.33
QTP,2013Q3,Alpha,8.33
REE,2013Q3,Alpha,2.94
S4A,2013Q3,Alpha,2.94
SBA,2013Q3,Alpha,2.94
SHP,2013Q3,Alpha,2.94
TMP,2013Q3,Alpha,2.94
TTA,2013Q3,Alpha,2.94
VPD,2013Q3,Alpha,2.94
VSH,2013Q3,Alpha,2.94
AVC,2013Q3,Equal_Weighted,2.94
DPG,2013Q3,Equal_Weighted,2.94
DRL,2013Q3,Equal_Weighted,2.94
GEG,2013Q3,Equal_Weighted,2.94
GHC,2013Q3,Equal_Weighted,2.94
HDG,2013Q3,Equal_Weighted,2.94
HNA,2013Q3,Equal_Weighted,2.94
HND,2013Q3,Equal_Weighted,8.33
NED,2013Q3,Equal_Weighted,2.94
NT2,2013Q3,Equal_Weighted,12.5
PC1,2013Q3,Equal_Weighted,2.94
POW,2013Q3,Equal_Weighted,12.5
PPC,2013Q3,Equal_Weighted,8.33
QTP,2013Q3,Equal_Weighted,8.33
REE,2013Q3,Equal_Weighted,2.94
S4A,2013Q3,Equal_Weighted,2.94
SBA,2013Q3,Equal_Weighted,2.94
SHP,2013Q3,Equal_Weighted,2.94
TMP,2013Q3,Equal_Weighted,2.94
TTA,2013Q3,Equal_Weighted,2.94
VPD,2013Q3,Equal_Weighted,2.94
VSH,2013Q3,Equal_Weighted,2.94
AVC,2013Q3,ONI,2.94
DPG,2013Q3,ONI,2.94
DRL,2013Q3,ONI,2.94
GEG,2013Q3,ONI,2.94
GHC,2013Q3,ONI,2.94
HDG,2013Q3,ONI,2.94
HNA,2013Q3,ONI,2.94
HND,2013Q3,ONI,8.33
NED,2013Q3,ONI,2.94
NT2,2013Q3,ONI,12.5
PC1,2013Q3,ONI,2.94
POW,2013Q3,ONI,12.5
PPC,2013Q3,ONI,8.33
QTP,2013Q3,ONI,8.33
REE,2013Q3,ONI,2.94
S4A,2013Q3,ONI,2.94
SBA,2013Q3,ONI,2.94
SHP,2013Q3,ONI,2.94
TMP,2013Q3,ONI,2.94
TTA,2013Q3,ONI,2.94
VPD,2013Q3,ONI,2.94
VSH,2013Q3,ONI,2.94
AVC,2013Q4,Alpha,2.94
DPG,2013Q4,Alpha,2.94
DRL,2013Q4,Alpha,2.94
GEG,2013Q4,Alpha,2.94
GHC,2013Q4,Alpha,2.94
HDG,2013Q4,Alpha,2.94
HNA,2013Q4,Alpha,2.94
HND,2013Q4,Alpha,8.33
NED,2013Q4,Alpha,2.94
NT2,2013Q4,Alpha,12.5
PC1,2013Q4,Alpha,2.94
POW,2013Q4,Alpha,12.5
PPC,2013Q4,Alpha,8.33
QTP,2013Q4,Alpha,8.33
REE,2013Q4,Alpha,2.94
S4A,2013Q4,Alpha,2.94
SBA,2013Q4,Alpha,2.94
